,width,depth,slope,discharge,bankfull,source,site_id
1672,8.0,0.28,0.0083,3.88,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1673,57.0,1.12,0.0037,127.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1674,12.8017556693489,0.310896,0.015,1.500801,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1675,30.0,1.24,0.0085,67.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1676,107.0,1.61,0.002,404.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1678,22.0,0.48,0.0032,7.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1679,37.0,3.38,0.003,365.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1680,54.0,0.87,0.0014,73.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1681,19.5074372104365,0.70104,0.023,23.50311,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1682,1.5,0.171,0.166,0.017,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1685,69.0,1.34,0.0037,203.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1686,7.92489636673982,0.362712,0.013,4.643987999999999,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1693,9.0,0.46,0.0038,3.07,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1694,32.0,1.67,0.00055,56.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1696,28.9563521092416,0.5181600000000001,0.004,15.00801,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1701,146.0,0.73,0.0012,99.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1702,23.0,0.55,0.019,13.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1708,37.0,1.65,0.0024,114.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1709,23.774689100219497,1.591056,0.021,60.03204,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1711,16.0,0.32,0.0006,2.63,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1712,52.0,0.85,0.0042,93.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1713,12.0,0.73,0.0046,12.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1714,30.0,1.31,0.0036,59.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1719,13.0,0.83,0.0092,24.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1720,9.75371860521824,0.332232,0.016,2.661798,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1721,13.7,0.5,0.00611,7.1,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1722,16.1545964398927,0.390144,0.019,4.1909160000000005,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1724,29.0,1.34,0.00055,28.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1725,8.83930748597903,0.377952,0.034,3.256455,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1728,17.0690075591319,0.249936,0.026,2.605164,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1731,24.993903925871702,0.935736,0.0139999999999999,44.74086,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1732,82.0,5.0,0.0012,1416.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1734,14.6,0.5,0.0007,4.97,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1735,14.6,0.5,0.0007,4.97,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1736,14.9353816142404,0.633984,0.018,10.19412,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1742,25.0,0.78,0.0052,25.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1744,69.0,1.7,0.0018,155.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1745,14.6,0.42,0.0007,3.87,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1747,209.0,2.11,0.0004,474.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1749,56.0,2.77,0.0007,260.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1750,47.0,1.03,0.0054,84.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1751,37.0,1.45,0.0037,101.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1754,3.1,0.2239999999999999,0.074,0.65,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1755,14.0,0.76,0.0018,13.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1756,54.9,0.31,0.0019,10.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1758,111.0,1.67,0.00084,305.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1761,95.0,1.24,0.0025,152.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1764,12.8017556693489,0.32004,0.004,3.3697230000000005,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1765,10.0,0.37,0.0128,5.83,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1766,23.774689100219497,0.874776,0.0139999999999999,39.07746,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1768,16.459400146305804,0.179832,0.026,1.359216,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1771,58.0,3.6,0.0015,370.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1773,45.0,1.0,0.0046,101.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1774,17.0,0.69,0.0032,14.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1775,13.0,0.38,0.012,7.73,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1781,61.0,2.3,0.0042,425.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1784,25.6035113386979,0.957072,0.0139999999999999,50.9706,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1786,19.0,0.73,0.0067,12.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1787,63.0,1.4,0.0012,124.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1788,118.0,1.37,0.0005099999999999,116.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1790,19.2026335040234,0.615696,0.021,11.581653,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1791,14.0,1.34,0.0045,29.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1792,10.0,0.58,0.0037,5.7,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1793,27.1,0.21,0.0114,1.37,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1799,19.0,1.36,0.0105,66.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1801,8.8,0.27,0.0038,0.7,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1806,35.0,0.7,0.0037,19.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1808,31.0,1.13,0.0071,72.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1813,28.0,0.91,0.0024,32.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1815,15.5449890270666,0.6583680000000001,0.031,16.70703,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1816,34.1380151182638,0.615696,0.004,16.338909,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1819,17.0,0.48,0.011,8.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1820,10.5,0.34,0.0129,4.27,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1822,7.5,0.27,0.017,1.33,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1824,7.0,0.41,0.0063,4.36,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1825,14.0,1.06,0.0137,36.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1828,104.0,1.36,0.0014,255.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1830,8.83930748597903,0.146304,0.011,0.339804,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1831,7.01048524750061,0.185928,0.017,0.8211930000000001,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1832,35.0,2.04,0.0008,100.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1839,50.0,2.16,0.00079,203.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1841,18.5930260911973,0.454152,0.025,9.372927,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1845,28.0,0.73,0.016,40.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1846,14.6,0.28,0.0007,2.44,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1847,14.0209704950012,0.4846319999999999,0.027,6.626178,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1852,40.0,1.89,0.0074,170.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1853,3.0,0.33,0.0412,3.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1854,35.0,0.76,0.016,52.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1856,18.0,0.73,0.0044,22.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1857,10.0,0.73,0.013,10.7,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1862,5.0,0.56,0.0125,3.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1865,17.0,0.65,0.0013,5.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1870,108.0,2.3,0.0031,630.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1871,18.0,1.79,0.0048,66.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1873,3.0,0.4,0.0193,1.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1877,57.0,0.6,0.002,16.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1887,20.0,1.37,0.0005099999999999,16.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1889,14.6,0.31,0.0007,2.29,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1891,21.0,0.51,0.0024,5.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1892,29.0,1.5,0.0014,55.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1895,32.0,0.45,0.0057,14.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1896,22.0,0.76,0.0051,39.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1898,21.0,0.97,0.001,18.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1899,31.0,0.11,0.0175,4.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1900,40.0,0.82,0.004,24.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1904,18.5930260911973,0.768096,0.002,10.137486,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1907,50.0,1.3,0.0046,145.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1912,37.0,0.55,0.0034,14.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1915,14.0,0.52,0.0089,17.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1918,26.0,0.48,0.0035,11.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1919,10.0,0.82,0.0099,13.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1920,30.0,0.51,0.0033,8.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1921,27.0,0.51,0.00059,8.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1922,16.0,1.07,0.0135,73.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1924,18.0,1.2,0.0007,23.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1928,29.0,1.0,0.0085,46.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1929,32.0,0.7,0.0041,21.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1930,14.0,0.42,0.011,5.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1933,14.9353816142404,0.2987039999999999,0.009,1.98219,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1937,4.0,0.39,0.0083,1.76,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1938,12.0,0.52,0.0046,7.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1941,22.0,0.91,0.0067,27.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1944,24.0,0.7,0.0036,27.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1948,6.70568154108754,0.1524,0.016,0.368121,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1951,33.0,0.54,0.0038,13.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1952,12.0,0.46,0.019,9.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1961,11.5825408436967,0.231648,0.004,1.444167,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1962,49.0,0.61,0.0038,31.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1963,10.0,0.61,0.013,11.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1964,10.2,0.31,0.0122,4.96,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1965,6.7,0.33,0.0112,3.74,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1968,10.0,0.73,0.0025,7.62,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1972,8.0,0.43,0.011,6.78,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1973,29.0,0.6,0.0046,15.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1974,28.0419409900024,0.4145279999999999,0.004,6.343008,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1975,6.0,0.46,0.012,3.76,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1976,28.6515484028286,0.4389119999999999,0.004,6.597861,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1977,14.6,1.17,0.0007,19.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1978,9.0,0.37,0.051,6.29,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1981,95.0,0.52,0.00095,42.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1982,43.0,1.1,0.00481,101.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1984,7.8,0.51,0.0097,8.07,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1985,9.0,0.76,0.0169,16.7,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1986,7.7,0.28,0.0139999999999999,4.15,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1987,9.0,0.73,0.0124,12.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1989,18.0,0.57,0.011,11.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1990,8.0,0.45,0.0072,6.07,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1991,7.8,0.46,0.0115,5.97,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1992,8.0,0.37,0.0162,5.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1994,22.0,0.42,0.0005,6.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1995,7.0,0.36,0.012,4.54,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1996,6.0,0.54,0.0071,5.62,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1997,13.0,0.53,0.0069999999999999,2.92,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
1999,6.0,0.41,0.0092,2.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2000,16.0,0.51,0.0051,10.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2002,5.5,0.5,0.016,5.74,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2003,23.0,0.57,0.0085,8.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2004,4.7,0.38,0.0145,3.96,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2005,7.2,0.38,0.0097,4.46,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2006,3.0,0.4,0.0165,1.06,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2007,2.9,0.12,0.00042,0.05,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2009,14.6,0.62,0.0007,5.99,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2010,3.0,0.4,0.0625,2.25,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2011,12.0,0.85,0.0005099999999999,3.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2012,10.0,0.28,0.0093,1.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2013,22.0,0.39,0.0036,4.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2014,7.0,0.21,0.0091,0.76,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2015,6.0,0.27,0.0167,2.02,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2016,29.0,0.39,0.0021,4.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2017,10.5,0.26,0.015,2.18,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2018,5.5,0.37,0.0139999999999999,2.48,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2019,5.0,0.26,0.0125,0.54,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2021,22.0,0.33,0.0036,2.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2022,18.9,0.3379999999999999,0.0193,3.34,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2023,9.3,0.7,0.043,12.8,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2024,12.0,0.33,0.0051,1.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2025,14.6,1.04,0.0007,8.42,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2026,14.6,0.72,0.0007,4.04,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2027,31.7,1.76,0.00121,44.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2028,24.6,1.85,0.0033299999999999,40.5,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2029,14.6,1.07,0.0007,6.95,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2030,14.6,0.71,0.0007,3.71,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2031,530.0,1.88,0.00052,379.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2032,14.6,0.95,0.0007,5.37,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2033,231.0,0.79,0.002,85.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2034,2.57,1.595,0.0095,2.87,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2035,14.6,1.0,0.0007,3.87,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2036,42.0,2.58,0.0007,91.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2037,99.0,7.01,0.00085,581.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2038,69.0,5.95,0.0008,668.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2039,33.0,3.08,0.0025,69.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2040,13.0,0.65,0.0048,17.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2041,31.0,1.03,0.0073,23.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2042,34.0,0.76,0.0061,60.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2043,25.0,0.71,0.003,8.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2044,27.0,0.81,0.0026,10.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2045,14.0,0.7,0.0025,12.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2046,17.0,0.55,0.004,22.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2047,17.0,0.93,0.0064,12.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2048,15.0,0.9,0.0074,12.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2049,7.0,0.39,0.0066,5.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2050,3.0,0.5,0.0154,4.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2051,29.0,1.71,0.0029,45.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2052,149.0,2.36,0.0001899999999999,354.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2053,12.0,0.55,0.0118,10.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2054,8.0,0.46,0.0263,5.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2055,35.0,1.9,0.0041,106.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2056,3.0,0.46,0.052,2.75,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2057,5.0,0.24,0.081,1.52,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2058,13.0,0.4,0.046,8.92,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2059,13.0,0.3,0.0495,5.24,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2060,7.0,0.46,0.0604,6.85,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2061,3.0,0.3,0.013,0.54,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2062,7.0,0.37,0.0356,2.42,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2063,5.0,0.27,0.0009,1.7,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2064,6.0,0.46,0.01,0.62,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2065,76.0,0.98,0.0002,52.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2066,35.0,1.28,0.00295,28.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2067,165.0,0.52,0.0014,65.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2068,104.0,0.28,0.0011,15.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2069,122.0,0.41,0.00125,32.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2070,255.0,3.47,0.00045,929.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2071,616.0,4.81,4e-05,2130.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2072,643.0,4.32,7e-05,2278.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2073,59.0,2.62,0.00011,107.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2074,46.0,1.76,0.00011,43.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2075,51.0,2.16,0.00011,68.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2076,58.0,2.52,0.00011,101.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2077,54.0,2.92,0.00021,141.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2078,46.0,1.12,0.00021,27.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2079,54.0,2.74,0.00021,127.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2080,225.0,2.74,0.0003,848.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2081,171.0,0.85,0.0003,69.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2082,203.0,2.07,0.0003,396.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2083,219.0,2.52,0.0003,679.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2084,201.0,1.76,0.00036,213.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2085,235.0,3.53,0.00036,1058.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2086,253.0,4.78,0.00036,2263.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2087,79.0,4.14,0.00033,565.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2088,114.0,0.79,0.00033,15.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2089,51.0,2.01,0.00033,96.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2090,55.0,2.46,0.00033,152.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2091,39.0,7.19,0.0005,396.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2092,33.0,2.92,0.0005,141.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2093,42.0,3.77,0.0002,148.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2094,28.0,1.0,0.0002,12.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2095,42.0,3.77,0.0002,148.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2096,46.0,3.2,0.0005099999999999,130.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2097,17.0,0.6,0.0005099999999999,6.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2098,33.0,1.73,0.0005099999999999,48.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2099,46.0,3.04,0.0005099999999999,121.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2100,442.0,5.33,9e-05,2605.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2101,384.0,2.65,9e-05,767.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
2102,442.0,5.33,9e-05,2605.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
