,width,depth,velocity,d50,d84,slope,discharge,river_class,bankfull,source,DOI,primary_source,site_id,notes,area,sed_discharge,d90,bedload_discharge,erosion_rate
1016,12.5,1.0,2.8,0.0684,0.15048,0.01522,35.0,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Hey & thorne,Hey & thorne,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1017,3.5,0.46,2.29813664596273,0.006,0.013,0.006999999999999999,3.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1018,3.5,0.5,2.34285714285714,0.006,0.013,0.0071,4.1,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1019,3.5,0.58,2.36453201970443,0.006,0.013,0.0072,4.8,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1020,3.5,0.6,2.38095238095238,0.006,0.013,0.0073,5.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1021,3.5,0.6,2.38095238095238,0.006,0.013,0.0075,5.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1022,3.5,0.59,2.3728813559322,0.006,0.013,0.0075,4.9,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1023,3.5,0.6,2.38095238095238,0.006,0.013,0.0074,5.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1024,3.5,0.59,2.3728813559322,0.006,0.013,0.0076,4.9,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1025,3.5,0.59,2.3728813559322,0.006,0.013,0.0077,4.9,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1026,3.5,0.15,1.33333333333333,0.006,0.013,0.0083,0.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1027,3.5,0.14,1.42857142857143,0.006,0.013,0.0083,0.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1028,3.5,0.16,1.42857142857143,0.006,0.013,0.0084,0.8,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1029,3.5,0.17,1.6806722689075602,0.006,0.013,0.0087,1.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1030,3.5,0.21,1.7687074829932,0.006,0.013,0.0091,1.3,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1031,3.5,0.27,1.9047619047619,0.006,0.013,0.0094,1.8,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1032,3.5,0.32,2.0535714285714297,0.006,0.013,0.0095,2.3,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1033,3.5,0.33,2.07792207792208,0.006,0.013,0.0095,2.4,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1034,3.5,0.34,2.1848739495798304,0.006,0.013,0.0096,2.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1035,3.5,0.13,1.31868131868132,0.006,0.013,0.0086,0.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1036,3.5,0.13,1.31868131868132,0.006,0.013,0.0086,0.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1037,3.5,0.14,1.42857142857143,0.006,0.013,0.0087,0.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1038,3.5,0.15,1.33333333333333,0.006,0.013,0.0088,0.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1039,3.5,0.15,1.33333333333333,0.006,0.013,0.0087,0.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1040,3.5,0.15,1.33333333333333,0.006,0.013,0.0088,0.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1041,3.5,0.14,1.42857142857143,0.006,0.013,0.0087,0.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1042,3.5,0.14,1.2244897959183703,0.006,0.013,0.0087,0.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1043,3.5,0.14,1.2244897959183703,0.006,0.013,0.0087,0.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1044,3.5,0.13,1.31868131868132,0.006,0.013,0.0087,0.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1045,3.5,0.13,1.0989010989011,0.006,0.013,0.0087,0.5,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1046,3.5,0.12,1.19047619047619,0.006,0.013,0.0087,0.5,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1047,3.5,0.11,1.03896103896104,0.006,0.013,0.0085,0.4,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1048,3.5,0.25,1.94285714285714,0.006,0.013,0.0101,1.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1049,3.5,0.29,2.06896551724138,0.006,0.013,0.0098,2.1,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1050,3.5,0.29,2.06896551724138,0.006,0.013,0.0099,2.1,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1051,3.5,0.3,2.0,0.006,0.013,0.0098,2.1,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1052,3.5,0.32,2.0535714285714297,0.006,0.013,0.01,2.3,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1053,3.5,0.33,2.16450216450216,0.006,0.013,0.0099,2.5,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1054,3.5,0.34,2.1848739495798304,0.006,0.013,0.0099,2.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1055,3.5,0.35,2.20408163265306,0.006,0.013,0.0099,2.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1056,3.5,0.11,1.03896103896104,0.006,0.013,0.0087,0.4,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1057,3.5,0.13,1.0989010989011,0.006,0.013,0.0088,0.5,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1058,3.5,0.13,1.31868131868132,0.006,0.013,0.0088,0.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1059,3.5,0.14,1.2244897959183703,0.006,0.013,0.0087,0.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1060,3.5,0.14,1.2244897959183703,0.006,0.013,0.0088,0.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1061,3.5,0.14,1.42857142857143,0.006,0.013,0.0089,0.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1062,3.5,0.15,1.33333333333333,0.006,0.013,0.0089,0.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1063,3.5,0.16,1.42857142857143,0.006,0.013,0.0089,0.8,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1064,3.5,0.19,1.6541353383458604,0.006,0.013,0.0091,1.1,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1065,3.5,0.22,1.8181818181818201,0.006,0.013,0.0094,1.4,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1066,3.5,0.25,1.94285714285714,0.006,0.013,0.0095,1.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1067,3.5,0.26,1.9780219780219799,0.006,0.013,0.0096,1.8,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1068,3.5,0.27,2.0105820105820102,0.006,0.013,0.0097,1.9,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1069,28.3,0.502,0.865794771444258,0.146,0.24,0.0115,12.3,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1070,13.0,0.142,0.17063921993499498,0.123,0.327,0.0145,0.315,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1071,13.3,0.17800000000000002,0.705415223451888,0.123,0.327,0.0145,1.67,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1072,5.07,0.102,0.264918590710446,0.064,0.143,0.009859999999999999,0.13699999999999998,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1073,5.43,0.218,0.633585077804248,0.064,0.143,0.0117,0.75,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1074,10.8,0.109,0.416241930003398,0.06,0.113,0.0111,0.49,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1075,12.2,0.26,0.721941992433796,0.06,0.113,0.0095,2.29,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1076,45.6,1.15,1.96414950419527,0.122,0.192,0.00458,103.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1077,14.3,0.138,0.311644876862268,0.086,0.193,0.00495,0.615,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1078,15.0,0.465,1.62007168458781,0.086,0.193,0.008329999999999999,11.3,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1079,22.3,0.96,3.59211509715994,0.086,0.193,0.0104,76.9,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1080,24.1,0.721,1.42149274002797,0.09,0.183,0.00562,24.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1081,25.2,1.07,2.1992286010977597,0.09,0.183,0.004520000000000001,59.3,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1082,26.7,1.3,2.33938346297897,0.09,0.183,0.00398,81.2,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1083,21.9,0.23600000000000002,0.6849315068493149,0.138,0.211,0.00898,3.54,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1084,10.7,0.261,0.5550184409352961,0.118,0.307,0.00984,1.55,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1085,27.4,0.456,0.539441669868101,0.343,0.74,0.0128,6.74,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1086,14.9,0.363,0.7987131843141609,0.12,0.244,0.00925,4.32,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1087,14.0,0.27699999999999997,0.515729757607014,0.263,0.464,0.0373,2.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1088,17.7,0.628,1.43042210946778,0.263,0.464,0.0314,15.9,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1089,15.3,0.299,0.452488687782805,0.125,0.387,0.013000000000000001,2.07,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1090,16.3,0.657,1.139218048202,0.125,0.387,0.0119,12.2,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1091,16.6,0.8909999999999999,2.13649209633145,0.125,0.387,0.0154,31.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1092,20.9,1.31,3.72548303444246,0.125,0.387,0.0106,102.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1093,19.0,0.42700000000000005,0.6914828053740911,0.251,0.5,0.0122,5.61,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1094,49.8,1.6,2.4472891566265096,0.073,0.14,0.0042899999999999995,195.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1095,4.0,0.17,0.4,0.11,0.2,0.025,0.272,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1096,4.88,0.42,1.95,0.5,1.1,0.14,4.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Lenzi (2001),N6,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1097,4.32,0.48,1.93,0.4818,1.06,0.11,4.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Lenzi (2001),SP3,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1098,3.78,0.5,2.5,0.5,1.1,0.14,4.73,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Lenzi (2001),N6,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1099,3.5,0.29,1.97044334975369,0.006,0.013,0.0095,2.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1100,3.5,0.37,2.16216216216216,0.006,0.013,0.0096,2.8,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1101,3.5,0.37,2.16216216216216,0.006,0.013,0.0097,2.8,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1102,3.5,0.29,1.97044334975369,0.006,0.013,0.0099,2.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1103,3.5,0.23,1.86335403726708,0.006,0.013,0.0095,1.5,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid et al,Nahal Yatir,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1104,22.9,0.21,0.6300686213349971,0.122,0.192,0.00835,3.03,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1105,24.7,0.831,1.9682641761304098,0.122,0.192,0.0059,40.4,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1106,21.4,0.152,0.338170191834727,0.09,0.183,0.00592,1.1,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1107,22.5,0.381,1.28317293671624,0.138,0.211,0.00813,11.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1108,27.5,0.884,0.958453311394488,0.343,0.74,0.0156,23.3,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1109,14.8,0.301,0.603843045703511,0.263,0.464,0.036000000000000004,2.69,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1110,16.4,0.8290000000000001,1.8756068139692301,0.125,0.387,0.0113,25.5,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1111,30.1,0.593,1.58549634999692,0.273,0.44,0.012,28.3,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1112,41.9,0.304,0.774086170079136,0.073,0.14,0.00532,9.86,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Bathurst 1985,Bathurst 1985,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1113,5.04,0.32,1.24,0.4818,1.06,0.11,2.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Lenzi (2001),SP3,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1114,4.09,0.53,2.18,0.4818,1.06,0.11,4.73,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Lenzi (2001),SP3,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1115,2.0,0.121,0.831,0.011,0.019,0.03,0.2011,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1116,44.21,2.53,2.67,0.048,0.1056,0.00296,298.64,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1117,17.35,2.26,2.47,0.04,0.088,0.0013599999999999999,96.85,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
