,width,depth,velocity,d50,d84,slope,discharge,river_class,bankfull,source,DOI,primary_source,site_id,notes,area,sed_discharge,d90,bedload_discharge,erosion_rate
6375,18.0,0.42,1.2,0.0038160012151757603,0.020738967054336137,0.0041,8.95,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",North Fork Toutle River near Kid Valley,Measurements are not at bankfull,,5.26,,1.82,
6376,59.0,0.98,2.4,0.0038160012151757603,0.020738967054336137,0.0041,153.0,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",North Fork Toutle River near Kid Valley,Measurements are not at bankfull,,1978.0,,338.0,
6377,4.7,0.27,0.5,0.0007775904637773878,0.0017492573819938774,0.0012,0.62,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Muddy Creek near Pinedale,Measurements are not at bankfull,,0.44589999999999996,,0.361,
6378,4.7,0.31,0.56,0.0007775904637773878,0.0017492573819938774,0.0012,0.82,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Muddy Creek near Pinedale,Measurements are not at bankfull,,0.424,,0.288,
6379,4.6,0.4,0.52,0.0007775904637773878,0.0017492573819938774,0.0012,0.94,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Muddy Creek near Pinedale,Measurements are not at bankfull,,0.2764,,0.245,
6380,4.7,0.42,0.76,0.0007775904637773878,0.0017492573819938774,0.0012,1.51,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Muddy Creek near Pinedale,Measurements are not at bankfull,,1.447,,0.387,
6381,4.0,0.5,0.66,0.0007775904637773878,0.0017492573819938774,0.0012,1.3,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Muddy Creek near Pinedale,Measurements are not at bankfull,,1.004,,0.578,
6382,4.6,0.39,0.66,0.0007775904637773878,0.0017492573819938774,0.0012,1.18,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Muddy Creek near Pinedale,Measurements are not at bankfull,,0.741,,0.238,
6383,4.6,0.39,0.5,0.0007775904637773878,0.0017492573819938774,0.0012,0.89,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Muddy Creek near Pinedale,Measurements are not at bankfull,,0.259,,0.17,
6384,4.6,0.4,0.53,0.0007775904637773878,0.0017492573819938774,0.0012,0.98,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Muddy Creek near Pinedale,Measurements are not at bankfull,,0.3362,,0.259,
6385,4.6,0.21,0.44,0.0007775904637773878,0.0017492573819938774,0.0012,0.42,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Muddy Creek near Pinedale,Measurements are not at bankfull,,0.1945,,0.184,
6386,4.6,0.48,0.64,0.0007775904637773878,0.0017492573819938774,0.0012,1.41,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Muddy Creek near Pinedale,Measurements are not at bankfull,,0.708,,0.578,
6387,4.7,0.52,0.63,0.0007775904637773878,0.0017492573819938774,0.0012,1.57,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Muddy Creek near Pinedale,Measurements are not at bankfull,,0.706,,0.598,
6388,24.5,0.89,0.86,0.005622033687166528,0.024841588014282545,0.0006999999999999999,18.6,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,2.513,,0.883,
6389,24.5,0.94,0.88,0.005622033687166528,0.024841588014282545,0.0006999999999999999,20.2,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,3.17,,1.3,
6390,24.5,0.93,0.87,0.005622033687166528,0.024841588014282545,0.0006999999999999999,20.1,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,4.5200000000000005,,2.95,
6391,24.5,0.94,0.88,0.005622033687166528,0.024841588014282545,0.0006999999999999999,20.5,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,3.55,,2.16,
6392,25.0,0.99,0.9,0.005622033687166528,0.024841588014282545,0.0006999999999999999,22.4,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,5.739999999999999,,4.31,
6393,24.0,0.84,0.83,0.005622033687166528,0.024841588014282545,0.0006999999999999999,16.8,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,3.067,,2.22,
6394,20.5,0.47,0.65,0.005622033687166528,0.024841588014282545,0.0006999999999999999,6.21,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,1.098,,0.92,
6395,19.5,0.4,0.6,0.005622033687166528,0.024841588014282545,0.0006999999999999999,4.54,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,0.3807,,0.299,
6396,20.0,0.46,0.64,0.005622033687166528,0.024841588014282545,0.0006999999999999999,5.9,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,0.2961,,0.21,
6397,21.5,0.6,0.72,0.005622033687166528,0.024841588014282545,0.0006999999999999999,9.35,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,0.381,,0.212,
6398,23.5,0.78,0.81,0.005622033687166528,0.024841588014282545,0.0006999999999999999,14.6,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,0.99,,0.442,
6399,24.0,0.85,0.84,0.005622033687166528,0.024841588014282545,0.0006999999999999999,17.2,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,2.24,,1.02,
6400,23.0,0.76,0.8,0.005622033687166528,0.024841588014282545,0.0006999999999999999,14.2,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,2.314,,1.9,
6401,21.0,0.55,0.69,0.005622033687166528,0.024841588014282545,0.0006999999999999999,8.08,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,2.351,,2.06,
6402,19.5,0.39,0.59,0.005622033687166528,0.024841588014282545,0.0006999999999999999,4.49,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,1.3063,,1.22,
6403,18.5,0.34,0.55,0.005622033687166528,0.024841588014282545,0.0006999999999999999,3.43,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,0.2702,,0.25,
6404,20.5,0.49,0.66,0.005622033687166528,0.024841588014282545,0.0006999999999999999,6.7,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,0.267,,0.153,
6405,23.5,0.78,0.81,0.005622033687166528,0.024841588014282545,0.0006999999999999999,14.6,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,1.3050000000000002,,0.681,
6406,24.0,0.86,0.84,0.005622033687166528,0.024841588014282545,0.0006999999999999999,17.3,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,1.2799999999999998,,0.688,
6407,23.5,0.81,0.82,0.005622033687166528,0.024841588014282545,0.0006999999999999999,15.8,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,1.009,,0.648,
6408,22.0,0.61,0.73,0.005622033687166528,0.024841588014282545,0.0006999999999999999,9.77,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,3.375,,3.23,
6409,21.0,0.55,0.69,0.005622033687166528,0.024841588014282545,0.0006999999999999999,7.99,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,2.049,,1.86,
6410,20.5,0.49,0.66,0.005622033687166528,0.024841588014282545,0.0006999999999999999,6.62,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,0.529,,0.444,
6411,19.0,0.37,0.58,0.005622033687166528,0.024841588014282545,0.0006999999999999999,3.97,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,0.2998,,0.253,
6412,17.5,0.29,0.52,0.005622033687166528,0.024841588014282545,0.0006999999999999999,2.67,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",East Fork River near Pinedale,Measurements are not at bankfull,,0.6271,,0.589,
6413,93.0,2.5,1.1,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,266.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,293.0,,16.0,
6414,93.0,2.4,1.3,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,283.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,115.7,,19.5,
6415,93.0,2.3,1.3,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,272.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,304.8,,49.8,
6416,91.0,1.4,1.3,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,177.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,73.2,,23.1,
6417,91.0,1.4,1.3,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,177.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,230.4,,18.4,
6418,89.0,0.91,0.83,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,66.6,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,56.42,,9.42,
6419,69.0,0.65,0.59,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,26.3,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,15.757,,0.557,
6420,69.0,0.63,0.56,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,24.3,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,8.576,,0.756,
6421,88.0,0.68,0.57,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,34.3,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,35.82,,6.52,
6422,89.0,1.5,0.77,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,103.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,258.68,,3.68,
6423,90.0,1.5,0.81,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,108.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,286.6,,3.6,
6424,91.0,1.8,1.1,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,185.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,271.2,,12.2,
6425,91.0,1.7,1.1,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,172.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,157.7,,17.7,
6426,93.0,2.9,1.2,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,337.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,990.3,,13.3,
6427,92.0,2.4,1.1,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,244.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,372.2,,11.2,
6428,92.0,3.6,1.3,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,430.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,1008.4,,10.4,
6429,92.0,3.9,1.3,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,447.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,930.74,,9.74,
6430,92.0,4.1,1.3,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,498.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,1020.4,,10.4,
6431,92.0,3.4,1.3,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,408.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,428.45,,8.45,
6432,91.0,3.5,1.3,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,425.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,353.63,,5.63,
6433,91.0,3.7,1.3,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,447.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,296.2,,13.2,
6434,91.0,3.9,1.2,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,445.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,252.66,,6.66,
6435,92.0,2.1,1.0,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,203.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,122.26,,9.26,
6436,91.0,1.9,0.9,0.0005479577247343055,0.0009520598305550244,0.0006772727272727272,157.0,1.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Yampa River at Deerlodge Park,Measurements are not at bankfull,,67.99,,7.99,
6437,3.2,0.21,0.66,0.04203215034872404,0.21096626202644486,0.01611111111111111,0.44,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.00278,,0.0010199999999999999,
6438,3.4,0.36,1.0,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.23,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.05740000000000001,,0.0193,
6439,3.4,0.34,1.1,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.24,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.0295,,0.0109,
6440,3.4,0.38,0.94,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.21,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.02386,,0.006959999999999999,
6441,3.3,0.33,0.88,0.04203215034872404,0.21096626202644486,0.01611111111111111,0.96,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.00861,,0.00093,
6442,3.2,0.33,0.75,0.04203215034872404,0.21096626202644486,0.01611111111111111,0.79,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.01606,,0.0129,
6443,3.5,0.4,1.0,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.45,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.0582,,0.0292,
6444,3.4,0.38,1.1,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.39,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.03483,,0.004229999999999999,
6445,3.4,0.39,1.1,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.48,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.042179999999999995,,0.00958,
6446,3.5,0.41,0.98,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.4,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.0638,,0.0386,
6447,3.5,0.38,1.2,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.53,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.05653,,0.00913,
6448,3.6,0.4,1.2,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.66,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.08105,,0.00465,
6449,3.4,0.38,1.1,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.4,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.01688,,0.00288,
6450,3.6,0.45,1.3,0.04203215034872404,0.21096626202644486,0.01611111111111111,2.18,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.07310000000000001,,0.0099,
6451,3.3,0.32,1.0,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.08,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.0559,,0.0321,
6452,3.3,0.32,1.0,0.04203215034872404,0.21096626202644486,0.01611111111111111,1.08,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.0376,,0.0268,
6453,3.2,0.31,0.89,0.04203215034872404,0.21096626202644486,0.01611111111111111,0.88,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.03846,,0.0032600000000000003,
6454,3.3,0.3,0.96,0.04203215034872404,0.21096626202644486,0.01611111111111111,0.95,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Fourmile Creek near Fairplay,Measurements are not at bankfull,,0.038290000000000005,,0.00119,
6455,,,,0.2058614837766007,0.4205205783961256,0.0856,0.17,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.00041999999999999996,,8e-05,
6456,,,,0.2058614837766007,0.4205205783961256,0.0856,0.43,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.0054199999999999995,,0.0006900000000000001,
6457,,,,0.2058614837766007,0.4205205783961256,0.0856,0.42,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.00134,,8e-05,
6458,,,,0.2058614837766007,0.4205205783961256,0.0856,0.22,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.00117,,7e-05,
6459,,,,0.2058614837766007,0.4205205783961256,0.0856,0.18,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.00076,,4e-05,
6460,1.9,0.19,0.53,0.2058614837766007,0.4205205783961256,0.0856,0.19,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.00192,,0.00059,
6461,1.9,0.22,0.57,0.2058614837766007,0.4205205783961256,0.0856,0.24,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.00909,,0.00837,
6462,1.8,0.16,0.42,0.2058614837766007,0.4205205783961256,0.0856,0.12,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.00085,,0.00037,
6463,1.9,0.24,0.77,0.2058614837766007,0.4205205783961256,0.0856,0.35,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.0073,,0.0038,
6464,1.9,0.3,0.81,0.2058614837766007,0.4205205783961256,0.0856,0.46,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.044899999999999995,,0.0113,
6465,2.0,0.25,1.1,0.2058614837766007,0.4205205783961256,0.0856,0.55,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.012479999999999998,,0.009179999999999999,
6466,2.0,0.23,0.78,0.2058614837766007,0.4205205783961256,0.0856,0.36,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.00662,,0.0059,
6467,1.9,0.18,0.64,0.2058614837766007,0.4205205783961256,0.0856,0.22,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.0011,,0.00066,
6468,1.9,0.16,0.66,0.2058614837766007,0.4205205783961256,0.0856,0.2,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.00067,,0.00047000000000000004,
6469,1.8,0.11,0.42,0.2058614837766007,0.4205205783961256,0.0856,0.083,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.00078,,0.00061,
6470,1.8,0.14,0.48,0.2058614837766007,0.4205205783961256,0.0856,0.12,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Mad Creek (Site 3) near Empire,Measurements are not at bankfull,,0.00083,,0.00035,
6471,14.0,0.31,0.84,0.06464098500095553,0.2293261205290429,0.016300000000000002,3.68,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.0615,,0.0321,
6472,16.5,0.32,0.96,0.06464098500095553,0.2293261205290429,0.016300000000000002,5.01,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.07700000000000001,,0.0119,
6473,20.0,0.33,1.2,0.06464098500095553,0.2293261205290429,0.016300000000000002,7.76,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.12940000000000002,,0.0134,
6474,19.0,0.33,1.1,0.06464098500095553,0.2293261205290429,0.016300000000000002,6.77,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.0405,,0.0134,
6475,15.5,0.32,0.92,0.06464098500095553,0.2293261205290429,0.016300000000000002,4.53,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.02033,,0.00223,
6476,20.0,0.33,1.2,0.06464098500095553,0.2293261205290429,0.016300000000000002,7.84,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.0789,,0.024,
6477,20.5,0.33,1.2,0.06464098500095553,0.2293261205290429,0.016300000000000002,8.21,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.0572,,0.0161,
6478,20.5,0.33,1.2,0.06464098500095553,0.2293261205290429,0.016300000000000002,8.21,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.06,,0.0107,
6479,22.0,0.34,1.3,0.06464098500095553,0.2293261205290429,0.016300000000000002,9.52,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.1469,,0.0612,
6480,18.0,0.33,1.1,0.06464098500095553,0.2293261205290429,0.016300000000000002,6.26,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.0459,,0.0146,
6481,14.5,0.31,0.85,0.06464098500095553,0.2293261205290429,0.016300000000000002,3.79,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.0412,,0.026,
6482,15.5,0.32,0.91,0.06464098500095553,0.2293261205290429,0.016300000000000002,4.45,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.0371,,0.0237,
6483,13.5,0.31,0.8,0.06464098500095553,0.2293261205290429,0.016300000000000002,3.31,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.00713,,0.0005099999999999999,
6484,12.0,0.3,0.72,0.06464098500095553,0.2293261205290429,0.016300000000000002,2.58,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Middle Fork of Boulder Creek at Nederland,Measurements are not at bankfull,,0.0064600000000000005,,0.0013,
6485,3.5,0.1,0.26,0.0145509686042719,0.14741398579439516,0.016000000000000004,0.093,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Jefferson Creek near Jefferson,Measurements are not at bankfull,,0.0006999999999999999,,0.00014,
6486,3.6,0.2,0.58,0.0145509686042719,0.14741398579439516,0.016000000000000004,0.42,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Jefferson Creek near Jefferson,Measurements are not at bankfull,,0.01133,,0.00923,
6487,4.1,0.33,0.86,0.0145509686042719,0.14741398579439516,0.016000000000000004,1.16,0.0,False,"Williams and Rosgen, 1989",,"Williams and Rosgen, 1989",Jefferson Creek near Jefferson,Measurements are not at bankfull,,0.015529999999999999,,0.009729999999999999,
