Avulsion Name,source,geometry,num_icesat_measurements,num_fabdem_measurements,method_used,dist_mtn_front_to_avulsion_m,total_transport_distance_m,normalized_distance,geomorphology,sar1,sar2,sar3,sar_mean,sar1_distance_m,sar2_distance_m,sar3_distance_m,sm1,sm2,sm3,are1_m,fpe1_m,wse1_m,are2_m,fpe2_m,wse2_m,are3_m,fpe3_m,wse3_m,width_m,discharge_min_cms,discharge_mean_cms,discharge_max_cms,se_1,se_2,se_3,se_std,sm_mean,gamma,spr,gamma_error_upper,gamma_error_lower,corrected_discharge,xgb_depth,har1_m,har2_m,har3_m,a,b,a1,b1,a2,b2,a3,b3,a_over_b,beta,beta_sem,lambda,ab_flag,beta_uncertainty,sar_mean_error,sm_mean_error,log_gamma,log_sar_mean_SE,log_sm_mean_SE,log_gamma_error,yerr_upper_relative,yerr_lower_relative,se_max1,se_max2,se_max3
CASP1_1991,brooke et. al. 2022,POINT (49.9288182362538 37.4460645708543),0,3,1,91366,95066.0,0.961079671,Delta,0.0011,0.0016,0.0018,0.0013333333333333,636.3636363636357,687.4999999999986,255.55555555555603,0.00055,0.00055,0.00047,-25.1,-25.8,-28.1,-25.6,-26.7,-28.6,-25.38,-25.84,-28.0,155.0,74.9,313.8,1338.7,0.0706316239111445,0.11099255186037,0.0464150671416094,0.0326233496627196,0.0005233333333333,2.5477707006369426,1836.4579700636943,0.4547393548048166,0.3858676851051532,7744.973612147867,9.910575,0.6999999999999993,1.099999999999998,0.4600000000000008,2.873333333333333,9.910575,3.0,9.910575,3.0,9.910575,2.620000000000001,9.910575,0.2899259991019366,0.07620281020704622,0.0062783665698794,0.1936639005631625,False,0.036519634548741964,0.0002081665999466,2.6666666666666684e-05,0.935218741759674,0.1561249499599599,0.0509554140127388,0.1642298822297867,0.1784851967608905,0.3858676851051532,0.0706316239111445,0.1109925518603699,0.0464150671416094
CON_001_2013,brooke et. al. 2022,POINT (30.4596184962936 1.25727501036791),0,3,1,100204,102186.0,0.980603997,Delta,0.0135,0.00105,0.00718,0.0113933333333333,50.370370370366665,971.4285714285542,44.56824512535516,0.001109,0.00021,0.00018,624.18,623.5,622.18,624.22,623.2,622.22,623.69,623.37,621.69,97.0,197.0,236.0,288.0,0.095877972261563,0.1438169583923526,0.0451190457701576,0.0493556699981308,0.0004996666666666,22.801867911941297,1962.516338225484,22.51016396810269,11.327538496521724,1459.1502217211423,7.0923486,0.67999999999995,1.0199999999999818,0.32000000000005,2.0,7.0923486,2.0,7.0923486,2.0,7.0923486,2.0,7.0923486,0.2819940360634415,0.09594653828553391,0.0094985031198183,2.164763556632161,False,0.05324564663179684,0.0035941449299906,0.0003047897271526,3.1268424585669843,0.3154603507891185,0.609986111713079,0.6867301430713776,0.98720701545307,11.327538496521724,0.095877972261563,0.1438169583923526,0.0451190457701576
CON_002,brooke et. al. 2022,POINT (29.4538505637586 -0.640707948709366),0,3,1,101849,105921.0,0.961556254,Delta,0.0015,0.0017,0.002,0.0016666666666666,466.666666666697,882.3529411764706,500.0,0.00018,0.00013,0.000306,917.6,916.9,916.1,918.0,916.5,916.5,918.0,917.0,916.5,117.5,26.0,40.0,57.0,0.2524266772910257,0.5409143084807342,0.3606095389871561,0.1457386100845995,0.0002053333333333,8.116883116883118,4682.903834415584,2.5106239719799017,1.9175184886360643,251.0871897578528,2.7730825,0.7000000000000455,1.5,1.0,1.5,2.7730825,1.5,2.7730825,1.5,2.7730825,1.5,2.7730825,0.5409143084807342,0.3903412925749458,0.0280474085878884,3.1221605107113537,False,0.16368945967155424,0.0001452966314513,5.2361987908957184e-05,2.093946227882718,0.0871779788708134,0.2550096813747914,0.2694994203980273,0.3093088733479238,1.9175184886360643,0.2524266772910257,0.5409143084807342,0.3606095389871561
ECN0095_1999,brooke et. al. 2022,POINT (-60.1169896708669 53.7618267466967),1,2,2,50561,51362.0,0.984404813,Delta,0.0025,0.00216,0.00191,0.0023033333333333,639.9999999999999,277.7777777777778,471.2041884816754,0.00139,0.00213,0.00189,-7.0,-8.6,-8.5,2.5,1.9,1.0,2.1,1.2,0.6,72.0,5.558,12.98,37.0,1.066666666666666,0.4000000000000001,0.6000000000000001,0.3421067626297921,0.0018033333333333,1.2772643253234752,545.8806726432533,0.1946521598530319,0.1689105748398673,157.01582662681315,1.4177214,1.5999999999999996,0.6000000000000001,0.9000000000000001,1.5,1.4177214,1.5,1.4177214,1.5,1.4177214,1.5,1.4177214,1.0580358100076273,0.6899042568734484,0.0658384771653006,0.879893201889505,True,0.3270453914430612,0.0001709775813764,0.0002179704363236,0.2447205449211882,0.0742304984268142,0.1208708519354662,0.1418447381621845,0.1523977112597543,0.1689105748398673,1.0666666666666664,0.4000000000000001,0.6000000000000001
G1,valenza et. al. 2020,POINT (145.527 -5.726),0,3,3,65678,330685.0,0.198611972,Fan,0.006,0.006,0.002,0.0046666666666666,1000.0,1166.6666666666667,5500.0,0.00303,0.00304,0.00295,159.0,153.0,157.5,160.0,153.0,157.5,164.0,153.0,161.5,500.0,46.79,96.162,156.667,3.154060337460873,2.411872059863455,3.790084665499715,0.6897874517553665,0.0030066666666666,1.5521064301552108,66.05719689578714,0.5136247694425453,0.3859167676288155,753.0943757586597,0.40230983,6.0,7.0,11.0,2.1666666666666665,0.4023098,1.5,0.40230983,2.5,0.40230983,2.5,0.40230983,5.385567636943321,3.2226567664411805,0.1327496569848622,4.840511414617023,True,0.854120046457845,0.0013333333333333,2.848001248439185e-05,0.4396129955407266,0.2857142857142857,0.0094722879659839,0.2858712600114517,0.3309211014551256,0.3859167676288155,3.154060337460873,2.411872059863455,3.790084665499715
G11,valenza et. al. 2020,POINT (146.6991 -6.5762),0,3,3,6767,48328.0,0.140022347,Fan,0.00349,0.0033,0.0027,0.0032266666666666,5530.085959885386,5606.060606060606,3888.8888888888887,0.00626,0.0066,0.00672,81.5,62.2,80.5,82.5,64.0,81.5,70.5,60.0,69.0,500.0,7.36,13.6,23.6,2.025521622147833,1.282830360693631,2.025521622147833,4.315895496206945,0.0065266666666666,0.4943820224719102,21.45388360572012,0.0394336606433177,0.1,96.33584779421666,0.48109996,19.3,18.5,10.5,1.1666666666666667,0.48109996,1.0,0.48109996,1.0,0.48109996,1.5,0.48109996,2.4249984534094664,11.250425370589769,0.8305944755097912,5.079224596749867,True,5.8022832801715145,0.0002380709511422,0.0001377598554651,-0.7044467358138791,0.0737823195688805,0.0211072301529845,0.0767420735040139,0.0797635408467109,0.0999999999999999,13.030855769151056,12.490716669911636,5.300085909396726
G21,valenza et. al. 2020,POINT (139.3009 -4.7231),0,3,3,11044,236165.0,0.046763915,Fan,0.0075,0.00371,0.0107,0.0085666666666666,1200.0,2695.4177897574123,1028.03738317757,0.00428,0.00524,0.01001,87.0,78.0,84.0,90.0,80.0,87.0,80.0,69.0,77.0,752.0,209.67,325.35,442.0,2.903225805056083,3.225806450062314,3.548387095068545,0.3225806450062314,0.0065099999999999,1.3159242191500258,7.183397081413212,0.5704598803512264,0.3979475721864289,2323.784534578781,0.1,9.0,10.0,11.0,3.0,0.1,3.0,0.1,3.0,0.1,3.0,0.1,29.99999955296517,3.2868103783503684,0.0620806740765702,4.244916833927366,True,0.54661186769111,0.0020202337598516,0.0017718069872308,0.2745392470125862,0.2358249525118689,0.2721669719248591,0.3601225747352868,0.4335051153019241,0.3979475721864289,2.903225805056082,3.225806450062314,3.548387095068545
G6,valenza et. al. 2020,"POINT (135.16649, -3.96488)",0,3,2,11527,83087.0,0.138734098,Fan,0.008,0.0175,0.01566,0.0105533333333333,750.0,62.85714285714253,376.7560664112392,0.0076,0.00725,0.00485,46.6,40.6,45.6,141.6,140.5,140.5,44.7,38.8,43.7,550.0,49.14,66.035,78.584,6.0,1.0,5.900000000000006,2.858321185591292,0.0065666666666666,1.6071065989847713,21.12702,0.5741119397760432,0.4230016711182953,355.89995877259537,1.0824869,6.0,1.0999999999999943,5.900000000000006,1.0333333333333314,1.0824869,1.0,1.0824869,1.0999999999999943,1.0824869,1.0,1.0824869,0.9545920269070084,4.34982195406057,0.5500841686438476,6.910558375634519,False,2.4184814837145403,0.0029089058653269,0.0008642594774976,0.4744354187089223,0.2756385848383054,0.1316131184006514,0.3054482646649143,0.3572332663799132,0.4230016711182953,6.0,1.0,5.900000000000006
G9,valenza et. al. 2020,POINT (136.3711 -3.0491),0,3,3,7527,70466.0,0.106817472,Fan,0.032,0.00963,0.02293,0.0289766666666666,234.375,425.7528556593979,156.99956389010038,0.00449,0.00488,0.00485,44.5,37.0,40.5,41.1,37.0,37.1,33.6,30.0,29.6,95.0,17.4,24.2,29.34,1.626361725566478,0.8890777433096748,0.7806536282719096,0.4601749024453948,0.00474,6.113220815752461,22.535331645569617,1.548130645926875,1.2352996122840727,122.03979744971288,0.61152023,7.5,4.100000000000001,3.6000000000000014,4.0,0.61152023,4.0,0.61152023,4.0,0.61152023,4.0,0.61152023,6.541075501235087,1.1136682501423598,0.0885607012670528,6.716581644047845,True,0.40209847301344553,0.0064960321222522,0.0001252996408614,1.8104537727158776,0.2241814835701922,0.0264345233884845,0.2257346265031324,0.2532430436567372,1.2352996122840727,1.626361725566478,0.8890777433096748,0.7806536282719096
H013,edmonds et. al. 2016,POINT (94.87444 27.64193),0,3,2,14662,1216890.0,0.012048747,Fan,0.0083,0.00094,0.00043,0.0056766666666666,542.1686746987951,5212.765957446814,10930.232558139542,0.00087,0.00088,0.00126,112.0,107.5,109.5,111.9,107.0,109.4,111.7,107.0,109.2,850.0,14.0,139.0,367.0,1.8,1.960000000000002,1.880000000000001,0.080000000000001,0.0010033333333333,5.6578073089701,12.008717940199336,3.3568700467964065,2.1068445532194686,1898.739181994518,1.8008419,4.5,4.900000000000006,4.700000000000003,2.5,1.8008419,2.5,1.8008419,2.5,1.8008419,2.5,1.8008419,1.3882395571671295,1.8819752229290214,0.0153960071783902,10.636677740863796,True,0.13975979423221713,0.0025425992824491,0.0001283657967597,1.733036415913812,0.4479035729505317,0.1279393323187356,0.4658176503912407,0.5933164322288422,2.1068445532194686,1.8,1.9600000000000024,1.8800000000000008
H3,valenza et. al. 2020,POINT (86.046 26.9138),0,3,3,4154,29946.0,0.138716356,Fan,0.006,0.0075,0.0066,0.0062,883.3333333333352,422.666666666665,460.6060606060637,0.00635,0.0073,0.00738,153.8,148.5,151.1,159.17,156.0,156.47,161.8,158.76,159.1,190.0,0.129,1.422,4.791,0.8707431525330479,0.6147277052326819,0.6096149031190085,0.4248590235087574,0.00701,0.884450784593438,19.788353209700432,0.0781522907262837,0.1,17.04107596072084,0.28675473,5.300000000000011,3.1699999999999875,3.0400000000000205,2.700000000000008,0.28675473,2.700000000000017,0.28675473,2.6999999999999886,0.28675473,2.700000000000017,0.28675473,9.41571225285009,1.3128610351174703,0.0817641571968075,1.136130400152452,True,0.41850260251005633,0.000435889894354,0.0003308070938376,-0.1227884089954525,0.0703048216700108,0.047190740918357,0.0846742816826663,0.0883625093534272,0.0999999999999999,1.774501250954175,1.0613526350046707,1.017827132622777
JA_26_Ethiopia_1989_2002_2005_2007_1989,brooke et. al. 2022,POINT (36.193231746103 4.71644805248214),0,3,3,15644,24039.0,0.650775823,Fan,0.00714,0.0058,0.0066,0.00696,1400.560224089636,1241.3793103448256,1363.6363636363635,0.00833,0.0075,0.0086,444.0,434.0,438.5,434.0,426.8,431.4,440.0,431.0,434.6,350.0,1.759,3.193,5.471,1.740902309090611,2.531514095514395,1.594572019285408,0.504040343086901,0.0081433333333333,0.8546868604175194,79.91516451084732,0.0611790019636746,0.1,19.684099892777827,0.2441477,10.0,7.199999999999989,9.0,4.5,0.2441477,5.5,0.2441477,2.6000000000000227,0.2441477,5.399999999999977,0.2441477,18.43146564049199,1.9815775943755018,0.0970026092545512,1.6714793053736094,True,0.509809538367657,0.0003892442820532,0.0003309749906631,-0.1570201222552114,0.0559259025938505,0.0406436746618634,0.06913475877557,0.0715806043090312,0.0999999999999999,1.7409023090906106,2.5315140955143947,1.5945720192854085
JA_30_Eritrea_2007_2007,brooke et. al. 2022,POINT (39.3043664218351 15.8260313985657),0,3,3,45456,53106.0,0.85594848,Delta,0.00175,0.0022,0.0035,0.0023333333333333,514.2857142857134,454.5454545454545,157.14285714285734,0.00278,0.00271,0.00277,21.0,20.1,19.8,22.0,21.0,20.8,24.55,24.0,23.35,200.0,2.844,7.788,15.883,0.4290090738798302,0.4766767487553676,0.2001559232386567,0.1126343213969699,0.0027533333333333,0.8474576271186441,310.8771719128329,0.2138310387684369,0.1707478375523281,62.655011272302495,0.8978577,0.8999999999999986,1.0,0.5500000000000007,1.1999999999999993,0.8978577,1.1999999999999993,0.8978577,1.1999999999999993,0.8978577,1.1999999999999993,0.8978577,1.33651464564834,0.4092049338386386,0.0216764852595104,0.3299033995623306,True,0.18466890121916105,0.0005246692079565,2.1858128414339915e-05,-0.1655144384775733,0.2248582319813884,0.0079387875596876,0.224998330744283,0.2523206257467555,0.1707478375523281,0.4290090738798302,0.4766767487553676,0.2621722118154525
JA_8_India_2004_2004,brooke et. al. 2022,POINT (90.956522282251 26.7831043870666),0,3,1,800,754442.0,0.001060386,Fan,0.00648,0.00624,0.004,0.0056533333333333,694.4444444444445,974.358974358974,1177.500000000002,0.00243,0.0024,0.00221,104.0,99.5,102.0,105.52,99.44,103.5,104.03,99.32,102.0,480.0,32.3,339.14,923.219,1.46613430939072,1.980910355799017,1.534553910495623,0.2795561052916427,0.0023466666666666,2.409090909090909,0.4518690340909091,0.369626686811991,0.3204587224945485,5172.545221600765,3.069296,4.5,6.079999999999998,4.710000000000008,2.0166666666666657,3.069296,2.0,3.069296,2.019999999999996,3.069296,2.030000000000001,3.069296,0.6570453756899151,1.6920564554729811,0.0538005975479111,4.000374613807941,False,0.3379793964537994,0.0007897116210645,6.887992773257265e-05,0.8792494601938055,0.1396895556128382,0.029352241931494,0.142740064641001,0.1534299454691283,0.3204587224945485,1.4661343093907202,1.9809103557990169,1.5345539104956232
JAVA12_1985,brooke et. al. 2022,POINT (112.5820764904 -6.92009088498762),0,3,1,193151,202651.0,0.953121376,Delta,0.00125,0.003,0.005,0.0025,384.0,216.66666666666663,79.99999999999999,8e-05,0.000105,0.0001,2.0,1.52,0.7,2.15,1.5,0.85,1.9,1.5,0.6,180.0,86.403,453.486,1102.052,0.0407327313805192,0.0551589070777864,0.0339439428170993,0.0108341812795543,9.5e-05,26.31578947368421,10032.856589473686,14.574690498905788,9.37979908943132,6269.641772986156,11.784135,0.48,0.6499999999999999,0.3999999999999999,1.2999999999999998,11.784135,1.3,11.784135,1.2999999999999998,11.784135,1.2999999999999998,11.784135,0.1103178141555728,0.04308074485819883,0.0020850391593999,1.1389086076789914,False,0.02275047009271746,0.0010833333333333,7.637626158259733e-06,3.270169119255752,0.4333333333333334,0.0803960648237866,0.440728153193018,0.5538382389584199,9.37979908943132,0.0407327313805192,0.0551589070777864,0.0339439428170993
JAVA2_1984,brooke et. al. 2022,POINT (110.583055602978 -6.7492807429905),0,3,1,150987,155005.0,0.974078256,Delta,0.0056,0.0015,0.00028,0.0038266666666666,51.785714285714256,280.0000000000001,1535.7142857142856,1e-05,0.00012,0.0001,1.65,1.36,0.35,1.82,1.4,0.5,1.76,1.33,0.46,100.0,5.304,26.697,77.8,0.0480101525038574,0.0695319450055867,0.0711874675057196,0.01293004407012,7.666666666666667e-05,49.91304347826088,12705.368556521738,41.90374928088311,22.77953299071827,352.0443133790891,6.040389,0.2899999999999998,0.4200000000000001,0.4299999999999999,1.3066666666666666,6.0403886,1.2999999999999998,6.040389,1.32,6.040389,1.3,6.040389,0.2163216237607932,0.06390600386539264,0.0024883881415058,3.1400223280783788,False,0.04223845746098922,0.0016090162626068,3.38296385503074e-05,3.9102823609503616,0.4204746330854151,0.4412561550040095,0.609512847606379,0.8395350465682154,22.77953299071827,0.0480101525038574,0.0695319450055867,0.0711874675057196
JAVA4_1973,brooke et. al. 2022,POINT (109.523087195822 -6.81114551952617),0,3,2,42756,46274.0,0.923974586,Delta,0.005,0.00285,0.0045,0.0048333333333333,300.0,561.4035087719299,311.11111111111114,0.0016,0.00125,0.0017,2.0,0.5,-0.3,2.1,0.5,-0.2,1.9,0.5,0.0,150.0,14.271,53.139,120.003,0.6521739130434783,0.6956521739130435,0.7368421052631579,0.0423392496914657,0.0015166666666666,3.186813186813186,609.2140127472527,0.5593763497060182,0.4758509707682634,563.7212628504823,1.5863149,1.5,1.6,1.4,2.1666666666666665,1.5863148,2.3,1.5863149,2.3000000000000003,1.5863149,1.9,1.5863149,1.3658491178522216,0.6967248750051711,0.0081481924022181,2.2144826950318937,True,0.124076741732286,0.0006495725089968,0.0001364225461978,1.159021416463669,0.1343943122062419,0.0899489315590379,0.1617177833202066,0.1755284407698195,0.4758509707682634,0.6521739130434783,0.6956521739130435,0.7368421052631579
JAVA7_1982,brooke et. al. 2022,POINT (107.87287682386 -6.21617638133206),0,3,1,79212,82817.0,0.95647029,Delta,0.001,0.0029,0.00113,0.0010433333333333,1200.0000000000002,172.41379310344828,796.4601769911504,0.00015,0.00019,0.00076,2.2,1.0,0.9,1.5,1.0,0.2,1.9,1.0,0.6,50.0,12.0,60.0,117.0,0.269241226783987,0.1121838444933279,0.2019309200879902,0.0787953428163719,0.0003666666666666,2.8454545454545457,2608.5553363636363,3.462172957370046,1.5618322062117431,548.4128771330872,4.4569697,1.2000000000000002,0.5,0.8999999999999999,1.3,4.4569697,1.3000000000000005,4.4569697,1.3,4.4569697,1.2999999999999998,4.4569697,0.2916779956826526,0.19563530934736081,0.015164170795307,0.5533043190828502,False,0.08792931906615695,0.0006128168114897,0.0001970053580771,1.0457228247477373,0.5873643560604481,0.5372873402104439,0.7960367910597589,1.2167381000342017,1.5618322062117431,0.269241226783987,0.1121838444933279,0.2019309200879902
KEN_001_1989,brooke et. al. 2022,POINT (36.032135150521 4.56857783852436),0,3,1,330720,339418.0,0.974373781,Delta,0.0016,0.00178,0.00066,0.0012866666666666,1512.5000000000098,1882.0224719101248,4666.666666666642,0.00019,0.00033,0.0002,367.42,365.0,365.42,367.75,364.4,365.75,367.5,364.42,365.5,97.0,152.815,901.531,2292.207,0.1576514086125863,0.2182364540711422,0.2006472473251075,0.0311677452766028,0.00024,5.361111111111111,4059.8907541666663,2.08737095926063,1.502403783344854,13891.922235144815,15.350323,2.420000000000016,3.3500000000000227,3.079999999999984,2.0,15.350323,2.0,15.350323,2.0,15.350323,2.0,15.350323,0.1302904203409795,0.1925914527470715,0.0059982353751601,1.0302895947380124,False,0.030493068249407226,0.0003472431104828,4.509249752822894e-05,1.6791712504487757,0.2698780651420812,0.1878854063676205,0.3288390122396662,0.3893541685667496,1.502403783344854,0.1576514086125862,0.2182364540711422,0.2006472473251074
MAHAJAMBA_2004,brooke et. al. 2022,POINT (47.3971630602024 -16.419699687911),3,0,1,4080,219560.0,0.01858262,Fan,0.0025,0.0024,0.0028,0.0026,1119.9999999999989,1208.3333333333328,999.999999999999,0.0016,0.0014,0.0015,57.0,54.2,55.6,57.6,54.7,55.7,57.0,54.2,55.0,500.0,37.88,310.1,943.11,0.7242240479446063,0.7500891925140568,0.7242240479446063,0.0149332481798008,0.0015,1.733333333333333,12.388413333333332,0.107462675974786,0.1011891797974455,5293.725610322274,3.866207,2.799999999999997,2.8999999999999986,2.799999999999997,1.7666666666666655,3.866207,1.3999999999999986,3.866207,1.8999999999999984,3.866207,2.0,3.866207,0.4569508873936208,0.7409655099113174,0.0028739049521611,1.270265988855222,False,0.10549873080551113,0.0001201850425154,5.7735026918962605e-05,0.5500463369192712,0.0462250163521024,0.038490017945975,0.0601517549056851,0.0619976976777612,0.1011891797974455,0.7242240479446063,0.7500891925140568,0.7242240479446063
MALAWI1_2014,brooke et. al. 2022,POINT (34.5760989448203 -13.886239975018),0,3,1,32038,35253.0,0.908802088,Delta,0.0028,0.0033,0.00307,0.00289,510.71428571428817,499.9999999999931,521.1726384364895,0.000615,0.000875,0.00095,478.7,477.27,476.7,478.75,477.1,476.75,478.6,477.0,476.6,100.0,5.15,43.75,128.09,0.2577947280173966,0.2974554554046828,0.2884416537257611,0.02079044641564,0.0008133333333333,3.5532786885245904,1117.3796163934426,0.5113057067508344,0.4469858402326592,605.1089901241243,5.547049,1.4300000000000068,1.6499999999999773,1.6000000000000227,2.0,5.547049,2.0,5.547049,2.0,5.547049,2.0,5.547049,0.3605520671571963,0.28354917654906986,0.004001123278214,0.9992907415398604,False,0.05242502919638903,0.0001444914453446,0.0001015025998572,1.2678707514873402,0.0499970399116337,0.1247982785129927,0.1344407465009474,0.1438968771017342,0.4469858402326592,0.2577947280173965,0.2974554554046828,0.2884416537257611
MANAMBOLO_2004,brooke et. al. 2022,POINT (44.4284458022806 -19.1854989558794),1,2,1,52307,71882.0,0.727678696,Delta,0.002,0.00123,0.00173,0.00191,1025.0,2739.837398373985,2196.531791907515,0.00039,0.00069,0.00071,3.35,1.3,-1.35,14.47,11.1,10.47,18.0,14.2,14.0,970.0,15.55,240.543,888.149,0.4729633964954278,0.7775056810680938,0.8767126374061591,0.2103970345222706,0.0005966666666666,3.201117318435754,1219.573233519553,0.747399100581029,0.6059268724654325,4959.442558812391,4.3343735,2.05,3.370000000000001,3.8000000000000007,4.233333333333333,4.3343735,4.7,4.3343735,4.0,4.3343735,4.0,4.3343735,0.9766886399173876,0.715413524792203,0.0404909281727106,2.269786075749771,False,0.195626880943142,0.0002255610289428,0.000103494497975,1.163499910873984,0.1180947795512542,0.1734544658800002,0.2098400073650768,0.2334806963420666,0.6059268724654325,0.4729633964954278,0.7775056810680938,0.8767126374061591
MANGOKY,brooke et. al. 2022,POINT (43.7748085597893 -21.723982342522),0,3,1,54387,108876.0,0.499531577,Delta,0.00158,0.00183,0.00341,0.0021899999999999,3367.088607594937,1038.2513661202215,1348.9736070381236,0.00065,0.00061,0.00062,52.2,46.88,49.8,34.2,32.3,31.8,38.0,33.4,35.4,1640.0,85.3,428.9,1153.4,1.360569229791761,0.4859175820684874,1.176432040797387,0.4611095724715643,0.0006266666666666,3.49468085106383,797.1248569148938,1.0481074568381947,0.8062891799070457,6587.621838058926,3.910128,5.32,1.9000000000000057,4.600000000000001,2.46666666666667,3.9101284,2.4000000000000057,3.910128,2.400000000000002,3.910128,2.6000000000000014,3.910128,0.6308403312376976,1.0157995963691755,0.0887405785974569,3.521378876234161,False,0.40343438935715054,0.0005728971208787,1.2018504251546628e-05,1.2512420556546615,0.2615968588487243,0.0191784642311914,0.2622989326127472,0.2999150713631364,0.8062891799070457,1.3605692297917609,0.4859175820684874,1.1764320407973874
OTHER_AFR,this study,"POINT(37.98242,6.60333)",0,3,2,18875,25000.0,0.755,Delta,0.003,0.004,0.00375,0.00325,666.6666666666666,524.9999999999773,1146.6666666666547,0.0024,0.0024,0.002,1182.5,1180.5,1179.5,1184.1,1182.0,1181.1,1185.3,1181.0,1182.3,200.0,13.3,45.9,97.155,0.6666666666666666,0.6999999999999696,1.433333333333318,0.4333333333333328,0.0022666666666666,1.4338235294117647,333.0882352941177,0.166046055493644,0.1488125929632422,448.1420170519501,2.113352,2.0,2.099999999999909,4.2999999999999545,3.0,2.113352,3.0,2.113352,3.0,2.113352,3.0,2.113352,1.419545780530573,0.9368009320026427,0.0833950388829458,1.3382352941176252,True,0.36625566930993797,0.0003004626062886,0.0001333333333333,0.3603446728276944,0.0924500327042048,0.0588235294117646,0.1095774436618471,0.1158064797289004,0.1488125929632422,0.6666666666666666,0.6999999999999696,1.4333333333333182
PI0019_1989,brooke et. al. 2022,POINT (98.5751165683043 1.88540201478152),0,3,2,18007,20455.0,0.880322659,Delta,0.0068,0.0027,0.0042,0.0059333333333333,602.9411764705882,703.7037037037038,500.0,0.00048,0.001,0.00107,8.2,4.1,5.2,6.0,4.1,3.0,6.1,4.0,3.1,120.0,45.0,64.4,87.6,0.8333333333333334,0.9633333333333334,0.7000000000000001,0.4055175020198814,0.00085,6.980392156862744,1035.673716470588,2.421392574033397,1.7977724672767934,400.47153119686993,2.548493,4.1,1.9000000000000004,2.1,3.0,2.548493,2.999999999999999,2.548493,3.0,2.548493,3.0,2.548493,1.177166312694157,0.899566216723354,0.078041879650761,6.28235294117647,True,0.3404450902151556,0.0011976829482147,0.0001861003313627,1.9431050981277045,0.2018566766654121,0.2189415663091428,0.2977944381151292,0.3468848912238855,1.7977724672767934,1.366666666666667,0.6333333333333334,0.7
PI0209_2006,brooke et. al. 2022,POINT (109.056950214583 -6.79891866046221),0,3,1,53679,59946.0,0.89545591,Delta,0.007,0.001,0.0012,0.0050666666666666,125.0,1200.0,1058.3333333333337,0.00025,0.00025,0.0002,2.125,1.25,0.125,1.7,0.5,-0.3,1.77,0.5,0.23,100.0,25.0,200.0,450.0,0.0934804806475362,0.1282018020309068,0.1356802404827097,0.0225178334157286,0.0002333333333333,21.71428571428571,3837.6681857142858,10.512892368579704,7.08346067371768,2369.5118747487454,9.360243,0.875,1.2,1.27,1.846666666666667,9.360243,2.0,9.360243,2.0,9.360243,1.54,9.360243,0.1972883286808954,0.11826591465931571,0.0043335590613793,2.5866239771664383,False,0.03256912797117543,0.0019675139417831,1.6666666666666667e-05,3.077970371790963,0.3883251200887818,0.0714285714285714,0.3948397645986196,0.4841463590793284,7.08346067371768,0.0934804806475362,0.1282018020309068,0.1356802404827097
PI0769_1982,brooke et. al. 2022,POINT (121.639575862005 14.7623725463011),1,2,2,8532,11167.0,0.764036894,Delta,0.0013,0.00101,0.00237,0.0016566666666666,1599.9999999999989,3732.673267326732,843.8818565400843,0.00109,0.00204,0.00193,50.98,48.9,48.18,8.77,5.0,6.0,5.0,3.0,2.2,430.0,31.799,72.466,121.4,0.742857142857143,1.36101083032491,0.7142857142857143,0.3654184094013602,0.0016866666666666,0.982213438735178,452.9863007905138,0.3523156363676595,0.2593043187839015,570.8540806993576,1.4669064,2.0799999999999983,3.77,2.0,2.789999999999999,1.4669064,2.799999999999997,1.4669064,2.77,1.4669064,2.8,1.4669064,1.9019618062228936,0.9335223251024201,0.07032480567824,0.9226761414173124,True,0.31143530474039627,0.0004135617648348,0.0003000185179469,-0.0179466431908368,0.2496348681095802,0.1778765916681786,0.3065251200792122,0.358695597589609,0.2593043187839015,0.742857142857143,1.3610108303249098,0.7142857142857143
RUS_002_1988,brooke et. al. 2022,POINT (93.1074214336505 50.461423914392),0,3,3,365634,370648.0,0.98647234,Delta,0.001,0.0015,0.001,0.001,500.0,466.666666666697,870.0000000000045,0.00025,0.0003,0.00025,718.5,718.0,717.5,763.5,762.8,762.5,763.73,762.86,762.7,100.0,0.093,0.346,0.752,0.369749498545958,0.5176492979643748,0.629400887713007,0.1302443935938209,0.0002666666666666,3.75,3699.271275000001,0.7305953042399094,0.6114661568089166,2.279475479004137,0.35226688,0.5,0.7000000000000455,0.8700000000000045,1.009999999999991,0.35226688,1.0,0.35226688,1.0,0.35226688,1.0299999999999727,0.35226688,2.867144382266982,0.5658753114552141,0.025065545233944,1.8959996052791748,True,0.35338575846945086,0.0001666666666666,1.6666666666666657e-05,1.3217558399823195,0.1666666666666666,0.0624999999999999,0.1780000780274485,0.1948254144639758,0.6114661568089166,0.3697494985459579,0.5176492979643748,0.629400887713007
